product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_time_alt,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,total_cost,profit,delay_risk,stock_risk
haircare,SKU1831,45.27,31,961,44210.175172,Female,28,57,170,5,Carrier B,5.3723298174,Supplier 1,Mumbai,48,406,36,53.329538382,Pending,4.124727261339242,Road,Route B,120.029945,58.7018681994,44151.4733038006,1,1
skincare,SKU1832,46.28,63,537,23262.181807,Unknown,26,20,187,2,Carrier B,9.7619660512,Supplier 4,Mumbai,45,1341,18,53.2791852246,Pass,2.891783097558008,Road,Route A,251.09979,63.0411512758,23199.1406557242,1,1
skincare,SKU1833,57.07,63,265,16124.78024,Male,180,48,81,12,Carrier B,18.7604637593,Supplier 3,Bangalore,52,447,29,69.7156282332,Pass,3.221090055398722,Air,Route C,462.691359,88.47609199249999,16036.3041480075,1,1
haircare,SKU1834,42.97,19,898,35829.891626,Female,46,49,52,1,Carrier A,10.0756106681,Supplier 1,Bangalore,56,550,6,27.9466282987,Pass,2.241186186942933,Rail,Route A,758.438244,38.022238966799996,35791.8693870332,1,1
haircare,SKU1835,43.02,37,974,44582.393663,Male,151,50,64,9,Carrier A,8.6573040185,Supplier 4,Bangalore,59,481,17,20.0863945504,Fail,1.773209867622037,Air,Route A,588.031056,28.7436985689,44553.649964431104,1,1
haircare,SKU1836,42.42,87,262,10569.720925,Non-binary,122,14,90,14,Carrier C,16.8092535342,Supplier 1,Bangalore,50,963,56,95.1350104533,Pass,3.664271830050666,Road,Route A,996.455689,111.9442639875,10457.7766610125,1,1
haircare,SKU1837,79.92,98,510,42375.117192,Non-binary,48,30,176,2,Carrier B,16.9469992073,Supplier 5,Bangalore,23,907,11,83.3723590998,Fail,4.947187292524761,Rail,Route C,258.737477,100.31935830709999,42274.7978336929,0,1
skincare,SKU1838,37.82,72,870,31870.31067,Female,105,58,128,10,Carrier C,3.2544615396,Supplier 5,Kolkata,56,1145,53,18.4138176982,Pending,0.256191245564837,Road,Route C,921.639014,21.6682792378,31848.642390762197,1,1
haircare,SKU1839,26.09,48,610,16285.852195,Male,125,16,44,11,Carrier C,19.9692487868,Supplier 5,Bangalore,12,668,47,12.2956838158,Pending,0.273331221477723,Rail,Route B,192.875465,32.2649326026,16253.5872623974,0,1
haircare,SKU1840,74.42,6,511,41132.085758,Non-binary,127,49,87,11,Carrier B,6.6112418827,Supplier 4,Kolkata,36,777,55,22.232622425,Pass,3.941334455479902,Rail,Route A,191.018804,28.8438643077,41103.2418936923,1,1
cosmetics,SKU1841,81.63,15,849,72469.91458,Male,65,14,13,3,Carrier C,13.2967462736,Supplier 5,Bangalore,27,1391,27,62.9685865518,Pending,0.137635590369726,Road,Route C,203.339007,76.26533282540001,72393.6492471746,0,1
cosmetics,SKU1842,37.72,79,111,4282.89794,Female,18,44,20,12,Carrier B,3.4840981159,Supplier 3,Mumbai,45,343,9,53.8774679099,Pass,4.488009393430099,Road,Route C,480.186879,57.3615660258,4225.5363739742,1,1
skincare,SKU1843,26.93,14,919,23909.988113,Male,114,9,90,9,Carrier C,11.5374350318,Supplier 5,Kolkata,21,145,28,92.8742315006,Pending,3.188141942134555,Air,Route A,818.472869,104.4116665324,23805.5764464676,0,1
haircare,SKU1844,72.65,36,97,6454.403189,Female,20,25,186,8,Carrier C,3.1534825089,Supplier 3,Mumbai,19,997,36,86.1965672277,Pass,1.955566777470946,Road,Route C,195.508533,89.3500497366,6365.053139263399,0,1
haircare,SKU1845,40.4,66,617,23705.308824,Female,27,16,184,9,Carrier C,9.9057864877,Supplier 4,Kolkata,15,1167,7,65.6027616539,Pass,0.383911108414553,Road,Route B,921.779894,75.5085481416,23629.8002758584,0,1
cosmetics,SKU1846,17.38,44,539,9307.193894,Unknown,128,45,188,1,Carrier B,6.3029911153,Supplier 3,Mumbai,19,452,32,11.8619814558,Pass,3.902303573822195,Road,Route A,869.977364,18.1649725711,9289.0289214289,0,1
cosmetics,SKU1847,49.26,7,159,7693.899156,Female,153,36,63,1,Carrier C,10.9704771264,Supplier 2,Kolkata,32,413,51,70.0383844255,Pending,0.234325230446767,Air,Route A,184.923917,81.0088615519,7612.890294448101,1,1
haircare,SKU1848,60.96,38,847,55469.243358,Female,1,36,158,14,Carrier B,1.0091606691,Supplier 2,Delhi,8,1120,56,70.32790339,Pass,2.321083720985265,Sea,Route A,650.763229,71.3370640591,55397.9062939409,0,1
skincare,SKU1849,18.43,36,389,7308.442026,Female,73,27,150,9,Carrier A,8.2283127712,Supplier 4,Chennai,28,612,57,98.3131146275,Pass,4.829812051821462,Road,Route C,300.525191,106.5414273987,7201.9005986013,0,1
haircare,SKU1850,12.68,63,342,4563.317922,Female,125,50,182,4,Carrier B,2.6621238008,Supplier 4,Kolkata,32,635,8,13.5301178012,Pass,1.647460397310389,Road,Route C,308.737382,16.192241602,4547.125680398,1,1
skincare,SKU1851,33.71,6,849,27869.470208,Unknown,3,20,65,9,Carrier C,8.6691148246,Supplier 5,Chennai,5,606,51,96.3106309618,Pass,3.345422638324298,Sea,Route A,296.244676,104.9797457864,27764.4904622136,0,1
haircare,SKU1852,7.57,71,942,7292.089233,Male,21,54,11,11,Carrier A,13.0829809502,Supplier 2,Delhi,13,397,43,17.8610837623,Pending,0.788275918908871,Road,Route A,125.23888,30.9440647125,7261.1451682874995,0,1
cosmetics,SKU1853,9.09,19,75,623.992518,Unknown,108,13,171,1,Carrier B,2.0871512664,Supplier 3,Kolkata,46,1132,13,42.8085041606,Pass,1.664093884600299,Sea,Route A,148.728395,44.895655427,579.0968625730001,1,0
skincare,SKU1854,95.88,59,121,11530.52953,Male,148,30,61,1,Carrier B,14.3912693734,Supplier 1,Mumbai,12,1182,37,44.9848127077,Pending,3.098990785497624,Air,Route C,919.421685,59.3760820811,11471.1534479189,0,0
haircare,SKU1855,31.69,45,80,2564.213454,Unknown,118,42,117,7,Carrier B,17.2314871762,Supplier 2,Bangalore,36,1455,21,22.7937074815,Pass,1.900347659863242,Road,Route B,342.792745,40.0251946577,2524.1882593423,1,0
cosmetics,SKU1856,23.46,74,225,5407.546402,Unknown,69,54,162,2,Carrier C,6.8250482864,Supplier 5,Delhi,56,691,52,25.680084573,Pending,3.614187209962362,Road,Route C,290.827954,32.5051328594,5375.0412691406,1,1
cosmetics,SKU1857,70.86,67,171,11731.727126,Unknown,38,44,143,12,Carrier B,18.2567378668,Supplier 4,Delhi,42,868,51,25.0313524199,Pass,2.959849941895799,Rail,Route C,740.369097,43.2880902867,11688.4390357133,1,1
skincare,SKU1858,40.9,64,635,26845.024183,Non-binary,59,40,92,6,Carrier C,10.3837524022,Supplier 4,Kolkata,5,738,54,63.7526557241,Pending,3.144438447690695,Sea,Route A,508.861044,74.1364081263,26770.887774873703,0,1
skincare,SKU1859,64.75,84,286,19862.487634,Unknown,116,23,92,9,Carrier A,14.0911427061,Supplier 4,Chennai,48,483,39,27.8872918773,Pending,3.420560244892193,Sea,Route B,810.654463,41.9784345834,19820.5091994166,1,1
cosmetics,SKU1860,16.24,98,572,8758.007791,Non-binary,148,58,186,4,Carrier A,13.3557513442,Supplier 5,Mumbai,55,754,17,72.1951627711,Fail,3.913918736700234,Sea,Route A,918.118438,85.5509141153,8672.4568768847,1,1
skincare,SKU1861,96.28,65,77,7171.619015,Female,55,54,128,6,Carrier A,6.1324337958,Supplier 3,Mumbai,19,176,43,21.7454568935,Fail,2.853221108651459,Road,Route B,358.442646,27.8778906893,7143.7411243107,0,1
skincare,SKU1862,62.56,6,90,5257.253041,Female,151,45,80,7,Carrier B,2.4856412956,Supplier 2,Bangalore,33,1088,12,30.9100561769,Pending,0.846363039287287,Road,Route C,415.093211,33.3956974725,5223.8573435275,1,0
cosmetics,SKU1863,64.28,6,163,10651.634008,Female,129,38,188,14,Carrier B,7.0116490692,Supplier 4,Chennai,46,247,47,43.4499891821,Pending,3.662119941655039,Road,Route C,129.192407,50.461638251299995,10601.172369748701,1,1
skincare,SKU1864,73.55,87,120,8151.612662,Non-binary,51,42,20,5,Carrier C,8.8359439864,Supplier 2,Mumbai,12,231,50,76.7446972654,Pass,2.904148719785515,Sea,Route A,793.881401,85.5806412518,8066.032020748199,0,1
skincare,SKU1865,55.01,35,193,10062.184813,Male,179,26,109,5,Carrier C,17.4082292999,Supplier 4,Kolkata,50,283,12,33.8039703199,Pass,2.77925671214991,Air,Route A,157.3042,51.2121996198,10010.9726133802,1,1
cosmetics,SKU1866,35.09,10,422,15577.276412,Female,26,17,144,9,Carrier C,2.6932216405,Supplier 3,Bangalore,58,719,35,66.5354031357,Fail,3.966534627912118,Air,Route C,450.934806,69.2286247762,15508.047787223799,1,1
haircare,SKU1867,71.25,42,760,51402.411316,Male,140,56,46,4,Carrier A,13.1727445965,Supplier 4,Delhi,21,1089,5,37.4744749404,Pending,0.158746622948602,Rail,Route B,793.442259,50.647219536899996,51351.7640964631,0,1
skincare,SKU1868,85.06,65,557,46649.703787,Non-binary,2,40,104,5,Carrier B,11.1176990147,Supplier 1,Chennai,25,539,33,40.4757711983,Pass,4.938767624785855,Air,Route C,516.291486,51.593470213,46598.110316786995,0,1
skincare,SKU1869,72.83,5,208,13840.840194,Male,50,21,67,2,Carrier A,14.7468033717,Supplier 4,Kolkata,53,699,20,36.7236147011,Pass,2.556878810479109,Air,Route B,536.091294,51.4704180728,13789.3697759272,1,1
cosmetics,SKU1870,81.24,81,722,62175.170646,Female,140,34,68,1,Carrier B,18.3842643582,Supplier 5,Bangalore,30,256,20,96.4878363016,Pass,0.995173578081216,Sea,Route B,596.808019,114.8721006598,62060.2985453402,0,1
cosmetics,SKU1871,68.87,3,966,67492.778504,Non-binary,9,27,33,6,Carrier A,14.4108987016,Supplier 3,Bangalore,47,857,20,58.2907161916,Pass,4.771047775950149,Rail,Route C,859.697389,72.7016148932,67420.0768891068,1,1
skincare,SKU1872,24.08,84,339,8834.415329,Female,80,59,106,5,Carrier A,1.8220002989,Supplier 4,Chennai,17,1079,33,57.8818427875,Fail,3.326029480813001,Road,Route B,253.592534,59.7038430864,8774.7114859136,0,1
haircare,SKU1873,53.55,10,492,27345.947426,Unknown,162,25,24,1,Carrier C,12.9824009503,Supplier 4,Chennai,52,240,25,30.7119470342,Pass,4.552418877508344,Air,Route B,542.460458,43.6943479845,27302.2530780155,1,1
skincare,SKU1874,63.26,50,179,12432.527864,Male,162,26,70,14,Carrier B,13.7716179919,Supplier 4,Mumbai,41,946,19,16.2166903769,Pending,1.39166613617241,Road,Route A,625.562562,29.9883083688,12402.5395556312,1,1
haircare,SKU1875,38.29,87,79,2812.203806,Female,42,4,86,2,Carrier C,16.7104547516,Supplier 4,Delhi,58,1259,20,89.6614662961,Fail,0.758875546371021,Air,Route A,479.67603,106.3719210477,2705.8318849523,1,1
cosmetics,SKU1876,94.7,22,676,66147.521997,Female,71,3,199,13,Carrier A,12.9428123136,Supplier 4,Bangalore,46,294,53,45.8355900417,Pass,2.31212415568933,Sea,Route B,285.17433,58.7784023553,66088.74359464471,1,1
skincare,SKU1877,92.57,71,829,72964.132231,Female,34,13,36,12,Carrier B,12.954447637,Supplier 3,Chennai,41,1331,42,54.4301794653,Pass,3.199710029948844,Road,Route A,730.067518,67.3846271023,72896.74760389769,1,1
haircare,SKU1878,22.89,43,481,11992.733627,Female,31,58,14,2,Carrier B,15.0715483053,Supplier 3,Delhi,49,1141,37,51.5055136306,Pass,4.570065303274676,Road,Route B,739.27811,66.5770619359,11926.1565650641,1,1
haircare,SKU1879,79.52,20,199,15237.742075,Female,168,3,180,1,Carrier B,2.9357357308,Supplier 1,Bangalore,27,629,45,50.3774415565,Pass,4.17012189026044,Rail,Route C,468.101027,53.3131772873,15184.4288977127,0,1
haircare,SKU1880,88.23,29,767,72998.820305,Male,100,44,73,6,Carrier B,1.3411694299,Supplier 1,Chennai,37,891,32,31.6933225862,Pass,0.71987845879804,Air,Route B,435.755932,33.0344920161,72965.7858129839,1,1
skincare,SKU1881,74.09,42,678,50379.328103,Female,73,11,158,9,Carrier A,15.7223918682,Supplier 3,Mumbai,46,750,36,62.4531945891,Pass,3.963791129953669,Road,Route A,614.719554,78.1755864573,50301.1525165427,1,1
haircare,SKU1882,57.19,13,910,54478.619458,Female,121,40,74,5,Carrier B,7.5861671057,Supplier 5,Chennai,43,957,38,34.523836551,Pass,3.497797460953883,Road,Route A,972.067549,42.1100036567,54436.5094543433,1,1
skincare,SKU1883,13.79,11,784,10780.655878,Female,123,38,123,9,Carrier A,1.5529673233,Supplier 3,Bangalore,38,661,8,67.5773691638,Pass,4.349289521649651,Rail,Route B,590.701977,69.1303364871,10711.5255415129,1,1
haircare,SKU1884,64.74,31,665,44519.94671,Non-binary,131,43,183,8,Carrier B,18.2028538138,Supplier 5,Delhi,55,112,28,30.7041243147,Pass,1.684937662888187,Sea,Route C,850.356246,48.9069781285,44471.0397318715,1,1
skincare,SKU1885,40.61,94,519,21726.823844,Non-binary,62,4,37,8,Carrier B,3.5543430126,Supplier 2,Mumbai,32,636,40,83.6489929248,Pass,3.168186351738977,Road,Route A,593.242753,87.2033359374,21639.6205080626,1,1
skincare,SKU1886,26.65,73,794,22776.552492,Non-binary,186,53,21,4,Carrier A,3.1022711138,Supplier 1,Chennai,11,1337,47,87.5736304404,Fail,0.605641678877851,Air,Route B,703.453445,90.6759015542,22685.876590445798,0,1
cosmetics,SKU1887,9.39,49,739,6431.049972,Female,93,32,76,10,Carrier A,13.6910093581,Supplier 3,Delhi,57,1492,8,53.1376312895,Pass,3.305456713273171,Road,Route C,246.033402,66.8286406476,6364.2213313524,1,1
haircare,SKU1888,11.5,32,814,9744.314211,Female,89,34,84,2,Carrier B,14.516243192,Supplier 3,Delhi,6,1166,45,23.6571304414,Pass,4.427376257622706,Road,Route C,749.322328,38.1733736334,9706.1408373666,0,1
haircare,SKU1889,16.56,23,354,6242.790732,Female,5,13,30,10,Carrier A,10.5236258734,Supplier 5,Kolkata,44,1159,5,96.0553950519,Pass,1.537113174461892,Sea,Route A,137.262573,106.5790209253,6136.2117110747,1,1
skincare,SKU1890,82.82,30,421,32980.679694,Female,57,41,161,9,Carrier A,8.2716883745,Supplier 4,Kolkata,45,654,29,78.9228245341,Pass,4.968823208167701,Rail,Route A,592.936909,87.1945129086,32893.4851810914,1,1
skincare,SKU1891,71.89,41,886,61288.735955,Female,22,32,147,1,Carrier C,11.9778534725,Supplier 3,Bangalore,33,482,50,74.3643692686,Fail,3.583264049736974,Road,Route B,385.294804,86.3422227411,61202.3937322589,1,1
skincare,SKU1892,64.06,55,897,57757.313985,Non-binary,41,32,120,9,Carrier C,9.878498295,Supplier 3,Mumbai,34,739,5,57.5171193339,Pass,1.832063377392215,Road,Route B,558.114443,67.3956176289,57689.9183673711,1,1
haircare,SKU1893,84.19,60,86,7124.376574,Male,38,49,188,3,Carrier C,4.845973716,Supplier 2,Kolkata,43,801,13,50.7308200511,Fail,3.048403082150549,Road,Route B,828.854984,55.5767937671,7068.7997802329,1,1
haircare,SKU1894,60.56,80,86,5187.355577,Male,83,31,61,12,Carrier A,13.3201486337,Supplier 4,Mumbai,46,88,27,44.2474060868,Pass,4.815932569610501,Air,Route C,755.371271,57.5675547205,5129.7880222795,1,1
haircare,SKU1895,35.04,86,569,18066.83519,Male,123,22,162,9,Carrier A,14.4327402397,Supplier 3,Mumbai,39,850,44,13.1442995252,Pending,2.921843214195178,Road,Route C,229.812127,27.5770397649,18039.258150235102,1,1
haircare,SKU1896,46.12,31,526,23915.308063,Unknown,177,9,68,1,Carrier C,12.6161808345,Supplier 5,Delhi,45,671,47,12.2214459985,Pass,4.656548586077253,Air,Route A,218.22911,24.837626833,23890.470436167,1,1
haircare,SKU1897,60.04,73,867,56647.781116,Non-binary,171,46,83,5,Carrier C,12.8321856716,Supplier 1,Mumbai,7,577,45,22.410548497,Pass,1.381270490791245,Road,Route C,959.5713,35.2427341686,56612.5383818314,0,1
haircare,SKU1898,80.61,69,82,6961.872338,Non-binary,156,10,192,10,Carrier A,13.78629879,Supplier 4,Bangalore,40,1357,58,20.3696810094,Pending,4.380802159942482,Road,Route A,342.513792,34.1559797994,6927.716358200601,1,0
haircare,SKU1899,55.76,57,902,52971.322779,Male,140,12,155,6,Carrier B,2.8450872431,Supplier 4,Bangalore,29,1334,19,88.4848443496,Pending,1.389976266200243,Air,Route A,797.747509,91.32993159269999,52879.9928474073,0,1
haircare,SKU1900,11.33,58,772,8063.896781,Female,107,31,53,4,Carrier A,14.0352862379,Supplier 4,Chennai,16,834,38,33.2431840858,Pending,1.457479655695572,Road,Route B,790.322341,47.278470323700006,8016.6183106763,0,1
skincare,SKU1901,87.86,51,550,48868.898808,Male,113,6,178,9,Carrier B,10.4078472195,Supplier 5,Delhi,12,1067,53,31.5239590133,Pass,4.68949498797793,Rail,Route B,413.218457,41.9318062328,48826.967001767196,0,1
cosmetics,SKU1902,13.19,30,395,5502.713155,Non-binary,4,10,24,6,Carrier B,1.4377498987,Supplier 1,Kolkata,11,1008,55,59.2377303041,Pass,2.009545064020954,Road,Route A,677.04548,60.675480202799996,5442.0376747972,0,1
cosmetics,SKU1903,88.21,97,509,47328.68988,Unknown,113,25,74,4,Carrier B,11.9199427314,Supplier 2,Kolkata,51,192,21,51.3475451517,Pending,1.078293470907697,Air,Route B,833.1054,63.267487883099996,47265.422392116896,1,1
cosmetics,SKU1904,69.52,5,670,42760.982731,Female,127,38,118,2,Carrier B,18.6104301726,Supplier 1,Delhi,26,745,44,29.21104786,Pending,1.106624644036926,Road,Route C,241.092809,47.8214780326,42713.161252967395,0,1
skincare,SKU1905,44.7,60,927,38716.274285,Non-binary,64,2,79,14,Carrier A,6.8658268769,Supplier 1,Bangalore,29,89,22,21.8294078007,Fail,2.915014005697508,Rail,Route A,264.549005,28.6952346776,38687.5790503224,0,1
haircare,SKU1906,29.42,47,429,12188.396417,Female,136,10,74,11,Carrier B,3.7457434434,Supplier 5,Mumbai,26,1339,30,57.2966121937,Fail,2.807358742675461,Road,Route A,734.554246,61.0423556371,12127.3540613629,0,1
skincare,SKU1907,27.31,28,851,25187.7816,Male,178,36,169,14,Carrier B,3.6647868887,Supplier 3,Delhi,8,858,29,71.8840794752,Pending,4.275014849818762,Rail,Route C,199.958445,75.5488663639,25112.232733636098,0,1
skincare,SKU1908,65.24,96,976,57363.726609,Male,25,5,48,12,Carrier A,14.2565514569,Supplier 3,Delhi,54,557,16,78.6555673362,Fail,0.181235515163472,Road,Route C,942.964386,92.91211879309999,57270.814490206896,1,1
skincare,SKU1909,28.18,72,746,23098.49004,Female,42,18,36,5,Carrier C,17.8932067284,Supplier 3,Chennai,56,529,28,36.2439369869,Fail,1.699255549057782,Rail,Route A,133.948677,54.1371437153,23044.3528962847,1,1
haircare,SKU1910,22.2,24,970,19689.038757,Female,171,12,20,6,Carrier A,17.5459513349,Supplier 2,Mumbai,16,54,18,64.0824165986,Pass,1.491200004801035,Air,Route C,719.003837,81.6283679335,19607.4103890665,0,1
cosmetics,SKU1911,10.17,68,544,5678.214589,Female,182,18,199,7,Carrier C,12.8908359482,Supplier 3,Mumbai,21,91,10,53.9478631569,Fail,2.722664334901901,Rail,Route C,967.104927,66.8386991051,5611.3758898949,0,1
skincare,SKU1912,38.65,4,576,20226.258498,Unknown,158,2,52,9,Carrier B,12.2862184425,Supplier 3,Delhi,49,1371,59,93.9890622467,Fail,0.151668685934149,Road,Route A,599.111011,106.2752806892,20119.9832173108,1,1
haircare,SKU1913,57.2,23,956,57449.977765,Female,178,15,67,10,Carrier B,7.0484089742,Supplier 3,Kolkata,49,1492,36,26.3076448461,Pass,4.274843799645163,Air,Route C,447.664874,33.3560538203,57416.6217111797,1,1
haircare,SKU1914,41.74,45,384,15252.559917,Male,112,51,41,8,Carrier C,9.3200550979,Supplier 3,Kolkata,53,296,42,74.8204351936,Pending,3.126430083470979,Air,Route B,609.787809,84.1404902915,15168.4194267085,1,1
haircare,SKU1915,87.58,84,681,64823.754506,Male,28,48,31,11,Carrier A,5.1477627224,Supplier 3,Bangalore,7,646,15,58.9100789963,Pass,1.356476652241011,Road,Route A,790.064577,64.0578417187,64759.6966642813,0,1
cosmetics,SKU1916,12.55,26,4,55.211736,Male,31,39,190,13,Carrier A,19.2306293957,Supplier 4,Chennai,24,1103,54,44.1071314317,Pending,3.449411126120042,Sea,Route B,569.512029,63.3377608274,-8.126024827399995,0,0
haircare,SKU1917,72.65,13,122,9387.733587,Non-binary,89,9,55,8,Carrier B,17.8035482513,Supplier 1,Delhi,39,223,10,51.8278534549,Fail,0.80843511044537,Sea,Route C,119.883948,69.6314017062,9318.102185293801,1,1
skincare,SKU1918,51.22,32,367,18971.754248,Non-binary,2,25,121,10,Carrier A,1.4264597685,Supplier 1,Kolkata,44,579,28,18.871928087,Pass,0.71024447002252,Road,Route C,454.808096,20.2983878555,18951.455860144502,1,1
cosmetics,SKU1919,65.32,43,634,37394.258944,Non-binary,116,54,12,13,Carrier A,7.6300466208,Supplier 2,Mumbai,35,114,22,95.9681385206,Pass,1.445460716234203,Road,Route C,914.774075,103.5981851414,37290.6607588586,1,1
haircare,SKU1920,49.85,55,915,49843.895164,Male,115,7,73,2,Carrier C,2.6115352272,Supplier 5,Kolkata,13,1352,18,38.536355624,Pass,2.168741351114316,Air,Route B,837.793622,41.1478908512,49802.7472731488,0,1
skincare,SKU1921,98.29,41,318,32602.084052,Male,33,36,123,1,Carrier A,11.9132936245,Supplier 2,Bangalore,57,740,28,21.8120178115,Pending,0.205056549652626,Sea,Route B,683.407104,33.725311436,32568.358740564,1,1
haircare,SKU1922,20.49,43,412,7989.889911,Male,61,46,38,3,Carrier B,2.340393083,Supplier 1,Mumbai,46,610,11,22.2925964697,Pass,0.984421094843024,Air,Route B,278.518492,24.6329895527,7965.256921447301,1,1
skincare,SKU1923,34.9,22,216,7277.86949,Female,60,18,51,1,Carrier B,12.9139389306,Supplier 1,Chennai,51,1315,49,61.2306509281,Pass,4.039826203008231,Road,Route B,304.4112,74.1445898587,7203.7249001413,1,1
skincare,SKU1924,20.41,12,509,11310.662387,Male,144,40,161,11,Carrier A,7.5354647197,Supplier 5,Delhi,14,969,38,60.4393158563,Pending,0.415479488763371,Air,Route A,358.981807,67.974780576,11242.687606424,0,1
skincare,SKU1925,31.09,90,182,5228.674659,Unknown,158,24,54,1,Carrier B,11.7654015207,Supplier 4,Kolkata,25,1228,9,17.6677240429,Pass,2.191814841067385,Road,Route C,500.452842,29.4331255636,5199.2415334364005,0,1
skincare,SKU1926,85.71,11,349,29791.032384,Unknown,92,13,108,11,Carrier C,17.8534896951,Supplier 5,Mumbai,55,173,39,56.2723046499,Pass,1.019657894403498,Road,Route C,777.211673,74.125794345,29716.906589655,1,1
cosmetics,SKU1927,93.84,6,266,24240.424543,Female,150,46,149,7,Carrier A,6.6099847976,Supplier 5,Bangalore,29,691,44,95.3535989348,Pass,3.898310738739022,Rail,Route A,253.538802,101.96358373240001,24138.460959267602,0,1
skincare,SKU1928,27.08,64,214,6001.804322,Female,9,25,132,3,Carrier C,5.5487263745,Supplier 2,Mumbai,57,765,48,73.8484212965,Pass,3.31444772921671,Road,Route B,588.061943,79.39714767100001,5922.407174329,1,1
skincare,SKU1929,38.12,36,970,36517.364643,Female,139,58,159,11,Carrier B,7.4674758965,Supplier 2,Bangalore,52,113,7,51.3963657544,Pending,1.86047645403069,Air,Route C,562.916945,58.8638416509,36458.5008013491,1,1
haircare,SKU1930,13.98,23,344,4447.33818,Non-binary,81,20,12,8,Carrier C,3.0089675936,Supplier 3,Chennai,48,285,13,27.0648249748,Pass,3.493878502195225,Road,Route A,401.780927,30.073792568400002,4417.2643874316,1,1
cosmetics,SKU1931,16.07,50,198,2884.036961,Female,132,39,195,9,Carrier A,16.2007327899,Supplier 4,Bangalore,27,760,50,26.640027603,Pass,2.489307239956957,Air,Route C,278.438395,42.8407603929,2841.1962006071,0,1
skincare,SKU1932,45.26,12,880,40240.453771,Female,164,6,132,9,Carrier A,19.3292536484,Supplier 3,Bangalore,54,805,50,85.1829564129,Fail,2.203450112958553,Road,Route B,906.332784,104.5122100613,40135.9415609387,1,1
skincare,SKU1933,63.72,100,739,42556.672784,Non-binary,35,58,37,7,Carrier B,4.1240296187,Supplier 4,Chennai,40,58,43,75.1486567117,Pending,2.687316253346621,Rail,Route B,135.871416,79.2726863304,42477.400097669604,1,1
cosmetics,SKU1934,33.22,100,457,16688.039113,Female,47,36,109,2,Carrier B,16.7265748581,Supplier 4,Bangalore,35,1360,28,45.7693916104,Fail,3.183950377835051,Road,Route A,688.858602,62.4959664685,16625.543146531498,1,1
haircare,SKU1935,56.57,39,897,47873.14672,Female,4,12,166,3,Carrier A,18.5041185182,Supplier 5,Delhi,30,947,33,22.6895318488,Pass,2.866558761742605,Sea,Route C,981.560113,41.193650367000004,47831.953069633,0,1
haircare,SKU1936,74.89,94,854,59403.874898,Female,64,58,34,4,Carrier B,14.8436173918,Supplier 5,Delhi,8,749,8,58.8689821401,Pending,0.071305122297977,Air,Route B,655.077994,73.7125995319,59330.1622984681,0,1
haircare,SKU1937,60.84,6,804,48166.354621,Unknown,7,3,36,2,Carrier C,3.5616120975,Supplier 2,Bangalore,59,252,13,50.3623307643,Pending,0.242090629854657,Road,Route A,706.171639,53.9239428618,48112.4306781382,1,1
skincare,SKU1938,19.73,36,643,13017.608819,Female,101,29,160,11,Carrier A,11.6108282063,Supplier 3,Bangalore,58,560,49,69.6970214943,Pending,3.228569259034055,Air,Route A,334.20096,81.3078497006,12936.300969299398,1,1
haircare,SKU1939,65.23,67,178,10770.709184,Female,69,57,162,2,Carrier B,19.3831930474,Supplier 3,Chennai,19,608,58,18.6623262499,Fail,1.314719363939576,Road,Route B,385.918842,38.045519297300004,10732.663664702699,0,1
skincare,SKU1940,39.68,45,684,26052.517395,Male,188,17,80,1,Carrier C,16.0428848838,Supplier 5,Kolkata,50,1421,47,22.402574434,Pending,2.27065341924563,Road,Route A,900.137049,38.4454593178,26014.071935682197,1,1
haircare,SKU1941,40.46,59,360,14817.39612,Non-binary,92,2,102,14,Carrier A,8.5462508279,Supplier 2,Bangalore,13,792,38,63.5181619262,Fail,1.252447629318869,Rail,Route B,840.741917,72.0644127541,14745.3317072459,0,1
skincare,SKU1942,72.7,6,258,17043.240412,Unknown,122,42,126,5,Carrier C,9.0236205858,Supplier 2,Bangalore,7,108,52,37.9720079212,Pass,3.35275279374587,Air,Route A,917.599917,46.995628507000006,16996.244783493,0,1
haircare,SKU1943,64.27,3,313,21324.579057,Male,147,7,130,9,Carrier A,13.4496169747,Supplier 4,Bangalore,11,59,26,70.9489324174,Pending,1.452475447631383,Sea,Route B,575.461659,84.3985493921,21240.1805076079,0,1
haircare,SKU1944,88.78,22,55,5045.92974,Non-binary,116,31,145,1,Carrier C,9.0434383716,Supplier 1,Kolkata,46,552,53,50.4414819071,Pass,1.306971169806899,Road,Route C,402.400501,59.4849202787,4986.4448197213,1,0
skincare,SKU1945,44.4,80,659,32109.357291,Female,4,5,162,8,Carrier A,11.3392400057,Supplier 5,Bangalore,23,648,18,47.5733439898,Pass,0.27916203914822,Road,Route A,256.513971,58.9125839955,32050.4447070045,0,1
skincare,SKU1946,52.75,30,900,48407.580782,Male,20,29,167,8,Carrier A,11.9685142491,Supplier 2,Bangalore,55,482,13,37.3225446942,Pass,2.517294159309849,Rail,Route C,198.127463,49.2910589433,48358.289723056696,1,1
