product_type,price,stock_levels,original_demand,demand_new,demand_increase,delay_risk_after,profit,profit_after,decision,scenario
skincare,85.49,125,334,350.7,16.69999999999999,1,26037.7396857122,26029.15112978342,Change Supplier,High Delay
skincare,93.46,37,84,88.2,4.200000000000003,1,7291.8727312268,7289.605633649479,Change Supplier,High Delay
haircare,64.76,109,844,886.2,42.200000000000045,1,50107.4840350791,50099.542933487006,Reorder Stock,High Demand
skincare,28.17,105,357,374.85,17.850000000000023,1,9601.6807412351,9597.455647158611,Change Supplier,High Delay
haircare,81.22,92,76,79.8,3.799999999999997,0,6304.6614030547,6301.67702406017,Reduce Cost,Cost Increase
skincare,70.87,153,154,161.70000000000002,7.700000000000017,0,11356.096736743,11352.2213418173,Reduce Cost,Cost Increase
skincare,81.58,144,410,430.5,20.5,0,34069.5449783779,34065.83084901569,Reduce Cost,Cost Increase
haircare,55.84,33,980,1029.0,49.0,1,52035.066581991,52028.1677255901,Reorder Stock,High Demand
skincare,40.07,67,795,834.75,39.75,1,29090.8829409944,29081.43809089384,Reorder Stock,High Demand
cosmetics,26.08,111,235,246.75,11.75,1,5831.6308256156,5821.86814547716,Change Supplier,High Delay
cosmetics,27.89,174,931,977.55,46.549999999999955,1,26555.8199673425,26550.91013127675,Reorder Stock,High Demand
skincare,23.57,161,948,995.4,47.39999999999998,0,22399.340520093698,22390.16107430307,Reorder Stock,High Demand
skincare,63.6,24,847,889.35,42.35000000000002,1,58533.3069292536,58525.54108907896,Reorder Stock,High Demand
haircare,13.58,37,248,260.40000000000003,12.400000000000034,0,3015.2760927493,3011.92730192423,Reorder Stock,High Demand
cosmetics,21.26,20,919,964.95,45.950000000000045,1,19121.799735673,19111.1705100403,Reorder Stock,High Demand
haircare,52.36,72,91,95.55,4.549999999999997,1,5153.11401289,5147.435277179,Change Supplier,High Delay
cosmetics,29.88,29,557,584.85,27.850000000000023,1,17576.7227055972,17571.48094225692,Reorder Stock,High Demand
haircare,83.6,86,544,571.2,27.200000000000045,1,43354.9824329564,43347.67603375204,Reorder Stock,High Demand
cosmetics,70.5,186,971,1019.55,48.549999999999955,1,62514.23576867551,62503.70956604305,Reorder Stock,High Demand
cosmetics,64.95,179,495,519.75,24.75,1,29004.9106679456,29000.65306944016,Change Supplier,High Delay
skincare,35.25,63,848,890.4000000000001,42.40000000000009,1,28583.040192062403,28578.96560766864,Reorder Stock,High Demand
haircare,9.69,147,969,1017.45,48.450000000000045,1,8479.561551418901,8468.99906056079,Reorder Stock,High Demand
haircare,74.17,153,540,567.0,27.0,1,42144.7043966522,42134.66851111742,Change Supplier,High Delay
skincare,48.33,98,610,640.5,30.5,1,29680.9652836944,29677.33852536384,Reorder Stock,High Demand
haircare,32.34,84,887,931.35,44.35000000000002,1,28618.7225652814,28610.20190410954,Reorder Stock,High Demand
skincare,98.34,73,346,363.3,17.30000000000001,1,31548.3493201336,31545.07310254696,Change Supplier,High Delay
cosmetics,71.01,37,104,109.2,5.200000000000003,1,7282.013682968,7272.4738217648,Change Supplier,High Delay
cosmetics,23.7,45,698,732.9,34.89999999999998,1,16753.928850379,16746.070604416902,Reorder Stock,High Demand
haircare,10.27,130,250,262.5,12.5,1,2441.9084530577,2434.18059686347,Change Supplier,High Delay
haircare,28.32,110,961,1009.05,48.049999999999955,0,29799.6024006405,29792.97307420455,Reorder Stock,High Demand
skincare,28.81,65,224,235.2,11.199999999999989,1,6119.9875789838,6110.89784688218,Change Supplier,High Delay
cosmetics,61.28,140,29,30.450000000000003,1.4500000000000028,1,1766.4185960056002,1757.3726344061602,Change Supplier,High Delay
skincare,72.99,52,884,928.2,44.200000000000045,1,60169.97052490751,60167.36332319825,Reorder Stock,High Demand
skincare,39.08,149,662,695.1,33.10000000000002,0,27827.1155447015,27818.38853767165,Reduce Cost,Cost Increase
skincare,12.24,144,353,370.65,17.649999999999977,0,4049.8267328105,4045.17741489155,Reduce Cost,Cost Increase
haircare,25.74,119,588,617.4,29.399999999999977,0,16097.7131181356,16091.78982674916,Reorder Stock,High Demand
haircare,45.42,163,816,856.8000000000001,40.80000000000007,0,35655.229410177504,35647.66367309525,Reorder Stock,High Demand
haircare,19.08,68,359,376.95,17.94999999999999,1,6504.8235117922,6500.73519737142,Reorder Stock,High Demand
haircare,30.73,129,333,349.65000000000003,16.650000000000034,0,10818.6218872444,10811.54085736884,Reduce Cost,Cost Increase
haircare,74.18,189,717,752.85,35.85000000000002,0,47889.728283247096,47879.60073647181,Reduce Cost,Cost Increase
skincare,39.37,81,87,91.35,4.349999999999994,1,3086.2492317018,3076.58498597198,Change Supplier,High Delay
haircare,53.05,120,322,338.1,16.100000000000023,0,15635.839912452,15629.2194162972,Reduce Cost,Cost Increase
skincare,88.6,101,832,873.6,41.60000000000002,0,80037.4552271206,80026.69841273266,Reorder Stock,High Demand
haircare,70.47,136,40,42.0,2.0,1,2903.6336799157,2899.93070550727,Change Supplier,High Delay
skincare,13.19,8,653,685.65,32.64999999999998,0,8717.1892671039,8706.97550331429,Reorder Stock,High Demand
cosmetics,55.14,114,112,117.6,5.599999999999994,1,6448.6387069572,6438.90725875292,Change Supplier,High Delay
cosmetics,68.38,58,938,984.9,46.89999999999998,1,69194.594955558,69190.2263568138,Reorder Stock,High Demand
haircare,17.1,9,382,401.1,19.100000000000023,1,7096.5555354941,7093.02023904351,Reorder Stock,High Demand
haircare,45.69,46,349,366.45,17.44999999999999,1,14451.7734493313,14441.67261456443,Reorder Stock,High Demand
cosmetics,25.25,154,749,786.45,37.450000000000045,0,18494.4419295013,18488.30991035143,Reorder Stock,High Demand
cosmetics,29.33,89,562,590.1,28.100000000000023,1,17768.2424315543,17764.64840690973,Reorder Stock,High Demand
skincare,23.21,151,365,383.25,18.25,0,7981.606151045699,7974.95231095027,Reduce Cost,Cost Increase
cosmetics,59.24,57,654,686.7,32.700000000000045,1,37986.411767585,37982.555490343504,Reorder Stock,High Demand
cosmetics,54.28,174,959,1006.95,47.950000000000045,0,51363.1655172081,51359.26648652891,Reorder Stock,High Demand
haircare,71.63,42,838,879.9000000000001,41.90000000000009,1,59356.5713708889,59350.79004737779,Reorder Stock,High Demand
skincare,44.22,80,251,263.55,12.550000000000011,1,11695.5128881027,11683.95444181297,Change Supplier,High Delay
haircare,13.35,71,711,746.5500000000001,35.55000000000007,0,10046.2182527585,10040.36641033435,Reorder Stock,High Demand
skincare,78.4,193,367,385.35,18.350000000000023,1,30514.03985116029,30503.771299476328,Change Supplier,High Delay
haircare,12.89,93,52,54.6,2.6000000000000014,1,650.2212079669,646.4964027635899,Change Supplier,High Delay
skincare,67.06,152,280,294.0,14.0,1,19395.2781302721,19391.44165839931,Change Supplier,High Delay
haircare,40.75,117,909,954.45,45.450000000000045,1,40159.2096830828,40152.89696239108,Reorder Stock,High Demand
cosmetics,23.67,108,613,643.65,30.649999999999977,1,14198.3995302471,14193.75718867181,Reorder Stock,High Demand
skincare,22.99,43,946,993.3,47.299999999999955,1,20135.0867187915,20124.85253527065,Reorder Stock,High Demand
haircare,54.44,77,322,338.1,16.100000000000023,0,18403.3610174341,18398.48684027751,Reduce Cost,Cost Increase
cosmetics,30.21,85,916,961.8,45.799999999999955,1,28197.285152723303,28193.81176329563,Reorder Stock,High Demand
skincare,34.17,162,608,638.4,30.399999999999977,0,19481.2128717504,19473.32793802544,Reduce Cost,Cost Increase
skincare,89.4,10,752,789.6,37.60000000000002,1,71997.2793449821,71989.27437928031,Reorder Stock,High Demand
haircare,37.76,146,517,542.85,25.850000000000023,1,18356.7964738398,18351.17323652378,Change Supplier,High Delay
haircare,68.22,60,126,132.3,6.300000000000011,1,9209.4338480843,9203.36607239273,Change Supplier,High Delay
skincare,91.23,64,472,495.6,23.600000000000023,0,45318.569646993696,45308.39503779307,Reorder Stock,High Demand
haircare,29.25,162,309,324.45,15.449999999999989,0,8346.5946260369,8337.62630054059,Reduce Cost,Cost Increase
skincare,70.35,55,230,241.5,11.5,0,16415.0292828991,16406.73621868901,Reduce Cost,Cost Increase
skincare,35.31,48,875,918.75,43.75,0,29020.8657396105,29012.27734877155,Reorder Stock,High Demand
haircare,50.46,119,739,775.95,36.950000000000045,1,39010.6055558671,39007.769782653806,Reorder Stock,High Demand
cosmetics,67.34,117,778,816.9000000000001,38.90000000000009,1,51572.0064701029,51567.52719201319,Reorder Stock,High Demand
cosmetics,58.41,96,180,189.0,9.0,0,9553.6918045535,9552.268560808849,Reduce Cost,Cost Increase
skincare,77.6,39,168,176.4,8.400000000000006,0,13610.6597708136,13609.28226409496,Reduce Cost,Cost Increase
haircare,85.69,91,49,51.45,2.450000000000003,1,3903.25516036,3895.953955496,Change Supplier,High Delay
cosmetics,73.61,111,418,438.9,20.899999999999977,1,29739.3108865662,29732.52603612282,Change Supplier,High Delay
skincare,88.34,57,698,732.9,34.89999999999998,1,67563.5733941166,67559.24272392826,Reorder Stock,High Demand
haircare,22.82,59,353,370.65,17.649999999999977,1,7972.8436101309,7970.85464684399,Reorder Stock,High Demand
haircare,75.16,196,380,399.0,19.0,0,27117.7443164702,27111.810190317217,Reduce Cost,Cost Increase
skincare,35.92,163,207,217.35,10.349999999999994,1,7897.6016050823,7892.580680990531,Change Supplier,High Delay
haircare,86.4,170,667,700.35,33.35000000000002,0,52970.0457196106,52962.27893297166,Reduce Cost,Cost Increase
skincare,76.38,55,468,491.4,23.399999999999977,0,38352.1833149322,38343.87443072542,Reorder Stock,High Demand
skincare,15.74,119,830,871.5,41.5,1,13357.294457544402,13354.25520409884,Reorder Stock,High Demand
haircare,73.0,149,579,607.95,28.950000000000045,1,38453.0346840916,38449.46813430076,Change Supplier,High Delay
haircare,18.44,101,775,813.75,38.75,0,14512.5721721837,14505.56671860207,Reorder Stock,High Demand
cosmetics,89.15,124,563,591.15,28.149999999999977,1,54965.223811328,54959.704395060806,Change Supplier,High Delay
cosmetics,93.0,183,704,739.2,35.200000000000045,1,69259.3110097724,69254.29122804964,Change Supplier,High Delay
skincare,34.26,90,821,862.0500000000001,41.05000000000007,0,26938.9459191451,26934.21401835961,Reorder Stock,High Demand
skincare,58.24,93,11,11.55,0.5500000000000007,0,661.5658463492,657.69540358412,Reduce Cost,Cost Increase
skincare,43.55,123,765,803.25,38.25,1,33850.2748977408,33846.08855371488,Reorder Stock,High Demand
haircare,19.83,151,65,68.25,3.25,1,1315.1262880091,1312.62954921001,Change Supplier,High Delay
cosmetics,44.67,172,282,296.1,14.100000000000023,1,11978.4914764811,11970.88922532921,Change Supplier,High Delay
haircare,12.71,12,639,670.95,31.950000000000045,1,8019.6393413767,8010.159091714369,Reorder Stock,High Demand
haircare,12.22,53,980,1029.0,49.0,1,11504.1658837229,11498.50734319519,Reorder Stock,High Demand
skincare,41.77,193,380,399.0,19.0,1,17273.873259142798,17271.787936657078,Change Supplier,High Delay
skincare,97.38,159,137,143.85,6.849999999999994,1,13093.3142206007,13091.71719396077,Change Supplier,High Delay
cosmetics,79.16,149,323,339.15000000000003,16.150000000000034,0,25347.1310029745,25342.19790607195,Reduce Cost,Cost Increase
skincare,22.58,60,457,479.85,22.850000000000023,0,9955.3210422171,9950.93011883881,Reorder Stock,High Demand
skincare,39.76,61,600,630.0,30.0,1,23687.2285601644,23679.62704658084,Reorder Stock,High Demand
cosmetics,73.23,60,841,883.0500000000001,42.05000000000007,1,65560.2689377903,65553.04651456933,Reorder Stock,High Demand
cosmetics,24.78,18,283,297.15000000000003,14.150000000000034,0,7632.139737275599,7628.93547990316,Reorder Stock,High Demand
skincare,55.97,141,280,294.0,14.0,1,17038.413401159498,17032.00464907545,Change Supplier,High Delay
haircare,37.09,146,918,963.9,45.89999999999998,1,31045.822019174,31036.4866402914,Reorder Stock,High Demand
cosmetics,27.11,65,895,939.75,44.75,1,23476.7247742402,23468.279652164223,Reorder Stock,High Demand
haircare,5.9,29,851,893.5500000000001,42.55000000000007,1,4996.3245421812,4990.31783769932,Reorder Stock,High Demand
skincare,45.08,23,199,208.95,9.949999999999989,0,8254.5608152431,8251.62650456741,Reorder Stock,High Demand
cosmetics,36.98,18,231,242.55,11.550000000000011,1,8086.357803644601,8078.42149590906,Reorder Stock,High Demand
cosmetics,61.91,45,183,192.15,9.150000000000006,1,11591.6796792334,11587.90664415674,Change Supplier,High Delay
skincare,79.6,194,347,364.35,17.350000000000023,1,29749.316398402498,29738.272065042747,Change Supplier,High Delay
skincare,44.04,19,301,316.05,15.050000000000011,1,12468.9581773554,12460.73041619094,Reorder Stock,High Demand
skincare,47.91,114,880,924.0,44.0,1,44109.3995593285,44106.30196056135,Reorder Stock,High Demand
haircare,65.37,104,129,135.45000000000002,6.450000000000017,0,8232.030405155301,8221.94856697083,Reduce Cost,Cost Increase
haircare,43.22,147,408,428.4,20.399999999999977,1,17570.8746607644,17562.14134584084,Change Supplier,High Delay
haircare,79.89,145,109,114.45,5.450000000000003,1,8500.2850673084,8494.15562613924,Change Supplier,High Delay
skincare,80.3,59,583,612.15,29.149999999999977,0,46354.0759163052,46345.05058163572,Reorder Stock,High Demand
skincare,26.38,192,63,66.15,3.1500000000000057,1,1530.5860549458998,1526.89407534049,Change Supplier,High Delay
cosmetics,60.19,55,434,455.7000000000001,21.700000000000102,0,24748.7233839351,24740.47880992861,Reorder Stock,High Demand
skincare,77.59,18,8,8.4,0.40000000000000036,1,572.7142282378001,570.86936476158,Change Supplier,High Delay
skincare,11.72,167,346,363.3,17.30000000000001,1,3625.5306912162,3622.56333343782,Change Supplier,High Delay
skincare,89.17,70,464,487.2000000000001,23.200000000000102,1,37426.6415927005,37422.46066977055,Reorder Stock,High Demand
skincare,39.27,88,458,480.9,22.899999999999977,0,17366.9889575742,17360.60250013162,Reorder Stock,High Demand
haircare,22.58,126,799,838.95,39.950000000000045,1,19292.0414734241,19288.08639656651,Reorder Stock,High Demand
skincare,51.84,104,666,699.3000000000001,33.30000000000007,1,34373.4565131153,34366.65925852683,Reorder Stock,High Demand
cosmetics,37.06,143,723,759.15,36.14999999999998,1,25511.0796384082,25499.63642424902,Reorder Stock,High Demand
cosmetics,79.94,62,560,588.0,28.0,1,45363.5350440294,45360.959770932335,Reorder Stock,High Demand
haircare,72.03,193,298,312.90000000000003,14.900000000000034,1,20616.7537025444,20609.54623959884,Change Supplier,High Delay
haircare,37.97,103,920,966.0,46.0,0,36806.459310392805,36801.07340593208,Reorder Stock,High Demand
cosmetics,15.63,75,985,1034.25,49.25,1,16712.0173862731,16705.88375310041,Reorder Stock,High Demand
haircare,11.44,98,228,239.4,11.400000000000006,1,2413.7334213548,2410.49376439028,Change Supplier,High Delay
haircare,29.99,88,396,415.8,19.80000000000001,0,12264.7671434028,12260.04283964308,Reduce Cost,Cost Increase
skincare,14.14,5,618,648.9,30.899999999999977,1,8984.4314682412,8978.30307296532,Reorder Stock,High Demand
skincare,95.17,51,718,753.9,35.89999999999998,0,63567.8048640825,63557.74676249075,Reorder Stock,High Demand
skincare,92.63,94,543,570.15,27.149999999999977,1,45561.7761466564,45560.03860742204,Reorder Stock,High Demand
cosmetics,14.77,158,779,817.95,38.950000000000045,0,11148.5500164502,11137.67023609522,Reorder Stock,High Demand
cosmetics,39.18,64,967,1015.35,48.35000000000002,0,38297.5761217496,38295.31795992456,Reorder Stock,High Demand
haircare,78.42,197,958,1005.9,47.89999999999998,1,80387.9368028355,80382.55594701905,Reorder Stock,High Demand
haircare,57.77,113,635,666.75,31.75,1,37772.0751204504,37763.36758789544,Reorder Stock,High Demand
cosmetics,81.07,135,845,887.25,42.25,0,65199.7653815716,65190.31074722876,Reorder Stock,High Demand
haircare,75.82,112,903,948.15,45.14999999999998,1,74435.6306087316,74424.84082210476,Reorder Stock,High Demand
cosmetics,69.04,140,639,670.95,31.950000000000045,1,40361.5713850192,40354.57936562112,Change Supplier,High Delay
haircare,32.22,27,633,664.65,31.649999999999977,1,18505.236678625297,18498.53206818783,Reorder Stock,High Demand
skincare,66.08,170,377,395.85,18.850000000000023,0,25139.8038613385,25132.16821117235,Reduce Cost,Cost Increase
haircare,63.65,194,872,915.6,43.60000000000002,1,51757.8751330261,51751.56981462871,Change Supplier,High Delay
cosmetics,49.08,108,498,522.9,24.899999999999977,1,23985.1526425359,23976.11424218949,Change Supplier,High Delay
haircare,58.85,3,900,945.0,45.0,0,49164.7937547684,49156.91337024524,Reorder Stock,High Demand
haircare,46.4,181,769,807.45,38.450000000000045,1,33787.1834359371,33778.41019693081,Change Supplier,High Delay
haircare,14.73,122,932,978.6,46.60000000000002,1,14012.792935427,14005.2285832697,Reorder Stock,High Demand
skincare,55.15,89,246,258.3,12.300000000000011,0,12223.921890847,12214.6300520317,Reduce Cost,Cost Increase
cosmetics,39.28,110,876,919.8,43.799999999999955,1,33299.370474471296,33290.36365861843,Reorder Stock,High Demand
haircare,71.8,146,587,616.35,29.350000000000023,1,45467.2645336957,45460.90261466527,Change Supplier,High Delay
skincare,98.35,164,102,107.1,5.099999999999994,0,10146.5847073577,10139.23740999347,Reduce Cost,Cost Increase
cosmetics,20.61,88,826,867.3000000000001,41.30000000000007,0,16251.4913240988,16244.63533330868,Reorder Stock,High Demand
skincare,70.05,20,117,122.85,5.849999999999994,0,7595.883847030899,7585.06657343399,Reorder Stock,High Demand
cosmetics,32.59,129,167,175.35,8.349999999999994,1,5139.9290046058,5132.801250766381,Change Supplier,High Delay
cosmetics,9.89,91,139,145.95000000000002,6.950000000000017,0,1154.6454886555,1143.27234762105,Reduce Cost,Cost Increase
skincare,68.56,119,581,610.0500000000001,29.050000000000068,1,43732.9878765726,43724.942585029865,Reorder Stock,High Demand
skincare,33.18,64,102,107.1,5.099999999999994,1,3547.2455504571,3540.37323010281,Change Supplier,High Delay
cosmetics,69.64,164,409,429.4500000000001,20.450000000000102,1,29748.3368531503,29746.10844886533,Change Supplier,High Delay
skincare,98.5,121,968,1016.4,48.39999999999998,0,92301.1497593417,92293.23573537589,Reorder Stock,High Demand
haircare,40.25,24,51,53.55,2.549999999999997,1,2131.4516925523,2125.8150811075297,Change Supplier,High Delay
haircare,45.22,54,336,352.8,16.80000000000001,1,15175.598818169,15168.5468647859,Reorder Stock,High Demand
haircare,32.3,40,931,977.55,46.549999999999955,1,32054.391121255903,32047.57972458149,Reorder Stock,High Demand
haircare,32.48,21,931,977.55,46.549999999999955,1,32269.9476299991,32266.89428669901,Reorder Stock,High Demand
haircare,25.55,163,349,366.45,17.44999999999999,0,8142.1053549864,8138.23356598504,Reduce Cost,Cost Increase
skincare,21.97,185,516,541.8000000000001,25.800000000000068,1,12219.5637296808,12216.56937214888,Change Supplier,High Delay
skincare,39.08,122,829,870.45,41.450000000000045,0,30599.1267085788,30596.51835133668,Reorder Stock,High Demand
haircare,67.42,58,369,387.45,18.44999999999999,1,25720.075941451203,25712.72695839632,Reorder Stock,High Demand
cosmetics,58.32,142,808,848.4000000000001,40.40000000000009,0,46049.6202456148,46042.30872697629,Reorder Stock,High Demand
skincare,38.8,0,851,893.5500000000001,42.55000000000007,1,35500.041626678496,35489.779257546346,Reorder Stock,High Demand
haircare,71.62,39,654,686.7,32.700000000000045,1,44321.071691762,44311.4597758382,Reorder Stock,High Demand
skincare,71.36,28,121,127.05,6.049999999999997,1,9290.9999173402,9285.72035917422,Change Supplier,High Delay
haircare,65.08,186,135,141.75,6.75,0,9468.877460859,9461.5711300449,Reduce Cost,Cost Increase
skincare,94.56,78,177,185.85,8.849999999999994,1,15850.4924145969,15839.049206156593,Change Supplier,High Delay
haircare,69.53,101,123,129.15,6.150000000000006,1,8862.313926759402,8856.53109013534,Change Supplier,High Delay
cosmetics,14.04,134,822,863.1,41.10000000000002,1,11709.270631522,11702.3461585742,Reorder Stock,High Demand
haircare,70.16,120,941,988.05,47.049999999999955,1,63688.42448915,63680.055593265,Reorder Stock,High Demand
haircare,16.68,104,511,536.5500000000001,25.550000000000068,0,8289.6760964845,8281.222608232949,Reorder Stock,High Demand
skincare,54.89,78,668,701.4,33.39999999999998,1,37669.2815991543,37658.19862786973,Reorder Stock,High Demand
haircare,20.92,151,227,238.35,11.349999999999994,0,4224.5661717228,4214.85584899508,Reduce Cost,Cost Increase
haircare,19.72,103,957,1004.85,47.85000000000002,1,19716.3510738784,19706.69695226624,Reorder Stock,High Demand
cosmetics,51.17,168,201,211.05,10.050000000000011,1,10091.6709846127,10083.95121667397,Change Supplier,High Delay
haircare,45.31,114,320,336.0,16.0,1,15391.1467956597,15385.49036162567,Change Supplier,High Delay
haircare,23.06,195,799,838.95,39.950000000000045,1,18577.160974340102,18569.31619427411,Change Supplier,High Delay
skincare,88.99,61,901,946.05,45.049999999999955,0,79412.9996013503,79410.71507028533,Reorder Stock,High Demand
skincare,25.23,40,478,501.9,23.899999999999977,0,11370.0976384991,11365.58371704901,Reorder Stock,High Demand
cosmetics,12.04,120,952,999.6,47.60000000000002,1,12159.7786533013,12155.044991931429,Reorder Stock,High Demand
haircare,17.87,5,227,238.35,11.349999999999994,1,3940.4765632287,3929.84021055157,Reorder Stock,High Demand
haircare,24.86,15,458,480.9,22.899999999999977,1,12207.033963947,12204.5124724417,Reorder Stock,High Demand
skincare,25.04,45,512,537.6,25.600000000000023,1,13563.0711811138,13553.31380482518,Reorder Stock,High Demand
haircare,51.7,129,980,1029.0,49.0,1,50089.1981039012,50082.56939299132,Reorder Stock,High Demand
skincare,79.28,152,930,976.5,46.5,1,77932.4196551801,77925.07258949812,Reorder Stock,High Demand
haircare,35.21,64,282,296.1,14.100000000000023,0,10183.7379363523,10175.30289278753,Reduce Cost,Cost Increase
haircare,69.99,33,429,450.4500000000001,21.450000000000102,1,31896.1536591354,31892.54183624894,Reorder Stock,High Demand
cosmetics,39.06,17,994,1043.7,49.700000000000045,1,36565.5154086359,36557.88088899949,Reorder Stock,High Demand
skincare,11.96,107,325,341.25,16.25,0,3633.002983953,3629.8743012483,Reduce Cost,Cost Increase
cosmetics,77.54,20,367,385.35,18.350000000000023,0,29814.0499166263,29812.575911188927,Reorder Stock,High Demand
haircare,57.82,59,718,753.9,35.89999999999998,1,44917.2087894239,44907.31881896629,Reorder Stock,High Demand
cosmetics,54.09,194,512,537.6,25.600000000000023,1,28046.9615653658,28040.180713602374,Change Supplier,High Delay
skincare,75.35,8,935,981.75,46.75,0,67128.529240279,67119.5054367069,Reorder Stock,High Demand
cosmetics,19.46,197,318,333.90000000000003,15.900000000000034,0,6059.9680884906,6054.30701503966,Reduce Cost,Cost Increase
haircare,42.88,104,385,404.25,19.25,0,15451.830421219,15442.4435522409,Reduce Cost,Cost Increase
skincare,24.93,133,776,814.8000000000001,38.80000000000007,1,19558.7963779357,19550.99151372927,Reorder Stock,High Demand
skincare,40.41,176,250,262.5,12.5,1,10975.7707787977,10969.478809377471,Change Supplier,High Delay
skincare,46.57,146,118,123.9,5.900000000000006,0,5683.9955065082,5675.45232595902,Reduce Cost,Cost Increase
skincare,75.17,90,913,958.65,45.64999999999998,1,67391.6032587009,67384.770878371,Reorder Stock,High Demand
haircare,44.84,194,6,6.300000000000001,0.3000000000000007,0,200.062109307,190.8434506377,Reduce Cost,Cost Increase
skincare,23.47,144,370,388.5,18.5,1,8060.09003482,8051.871445202,Change Supplier,High Delay
skincare,41.06,5,640,672.0,32.0,1,26658.5133771193,26652.217636331232,Reorder Stock,High Demand
skincare,84.48,176,587,616.35,29.350000000000023,0,46405.2020283731,46397.74836561041,Reduce Cost,Cost Increase
cosmetics,53.04,186,431,452.55,21.55000000000001,0,22186.2593994931,22179.10102304241,Reduce Cost,Cost Increase
cosmetics,70.6,178,625,656.25,31.25,0,48326.987126462,48315.4744702082,Reduce Cost,Cost Increase
skincare,86.56,71,976,1024.8,48.799999999999955,0,79439.02947670799,79432.6105119788,Reorder Stock,High Demand
cosmetics,22.58,34,348,365.4,17.399999999999977,0,7414.0674067107,7408.90230618177,Reorder Stock,High Demand
skincare,36.1,109,637,668.85,31.850000000000023,1,22593.373466101,22587.491809411094,Reorder Stock,High Demand
cosmetics,89.6,34,930,976.5,46.5,1,78965.0198654715,78960.41946961866,Reorder Stock,High Demand
haircare,37.41,169,294,308.7,14.699999999999989,0,11561.9405555765,11554.160913334152,Reduce Cost,Cost Increase
skincare,43.15,155,731,767.5500000000001,36.55000000000007,0,32267.8567851956,32259.07724841516,Reduce Cost,Cost Increase
skincare,26.58,145,333,349.65000000000003,16.650000000000034,0,9625.2736266366,9616.09072120026,Reduce Cost,Cost Increase
skincare,21.71,90,328,344.40000000000003,16.400000000000034,1,6931.3869684503,6925.70582939533,Change Supplier,High Delay
haircare,56.63,168,682,716.1,34.10000000000002,0,35998.753454223195,35995.81774654552,Reduce Cost,Cost Increase
haircare,48.23,159,337,353.85,16.850000000000023,1,17526.9328285764,17523.300155434037,Change Supplier,High Delay
cosmetics,76.82,168,742,779.1,37.10000000000002,0,52689.3791212032,52686.49186692353,Reduce Cost,Cost Increase
skincare,15.3,83,378,396.9,18.899999999999977,0,5578.1820965111,5571.17558466221,Reduce Cost,Cost Increase
cosmetics,84.81,186,646,678.3000000000001,32.30000000000007,0,49685.6171019433,49678.09034733763,Reduce Cost,Cost Increase
cosmetics,62.41,46,899,943.95,44.950000000000045,1,57761.2522434769,57755.19787902459,Reorder Stock,High Demand
haircare,70.36,43,567,595.35,28.350000000000023,0,36940.2086030683,36929.32708157513,Reorder Stock,High Demand
cosmetics,78.48,152,667,700.35,33.35000000000002,1,53415.6312123259,53411.40473045849,Change Supplier,High Delay
cosmetics,15.7,146,250,262.5,12.5,1,3645.3169773628,3638.14650979908,Change Supplier,High Delay
skincare,39.44,113,145,152.25,7.25,1,6125.3351174484,6118.89258339324,Change Supplier,High Delay
cosmetics,23.11,150,346,363.3,17.30000000000001,0,7504.2638284409,7498.36243068499,Reduce Cost,Cost Increase
skincare,94.08,60,52,54.6,2.6000000000000014,1,4388.8782537886,4377.52509956746,Change Supplier,High Delay
skincare,97.88,10,639,670.95,31.950000000000045,0,64805.3798425613,64799.06846391743,Reorder Stock,High Demand
haircare,73.2,144,28,29.4,1.3999999999999986,1,1947.7387132132,1945.66227203452,Change Supplier,High Delay
haircare,78.46,1,53,55.650000000000006,2.6500000000000057,0,3940.8993301279,3931.0807355406896,Reorder Stock,High Demand
cosmetics,55.46,27,987,1036.35,49.34999999999991,1,50200.8959133172,50190.67946744892,Reorder Stock,High Demand
haircare,9.39,115,668,701.4,33.39999999999998,1,6260.1092192522,6251.32946057742,Reorder Stock,High Demand
skincare,18.64,131,146,153.3,7.300000000000011,0,2617.1872156273,2607.43643189003,Reduce Cost,Cost Increase
skincare,19.31,195,219,229.95,10.949999999999989,0,3855.1388141536,3845.74274876896,Reduce Cost,Cost Increase
haircare,62.54,43,577,605.85,28.850000000000023,0,32846.5516237034,32838.98115017374,Reorder Stock,High Demand
haircare,25.04,76,31,32.550000000000004,1.5500000000000043,0,644.5180170465001,634.69312635115,Reduce Cost,Cost Increase
haircare,19.3,188,409,429.4500000000001,20.450000000000102,1,7804.1351984291005,7799.74539977201,Change Supplier,High Delay
skincare,38.03,21,756,793.8000000000001,37.80000000000007,1,26977.0063552922,26968.62451762142,Reorder Stock,High Demand
haircare,51.12,125,728,764.4,36.39999999999998,0,40618.2627969657,40610.89618236227,Reorder Stock,High Demand
skincare,52.07,106,348,365.4,17.399999999999977,1,16623.7035235328,16620.95067388608,Change Supplier,High Delay
skincare,42.78,182,698,732.9,34.89999999999998,0,30334.4483015469,30327.48653090159,Reduce Cost,Cost Increase
cosmetics,65.68,133,387,406.35,19.350000000000023,1,26587.660917229903,26584.40403305289,Change Supplier,High Delay
cosmetics,35.17,69,596,625.8000000000001,29.800000000000068,0,20397.9606823839,20392.85297342229,Reorder Stock,High Demand
skincare,97.12,109,614,644.7,30.700000000000045,1,65323.5672229095,65314.633172900445,Reorder Stock,High Demand
