Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU1502,74.08,17,146,10178.547131,Female,51,36,116,11,Carrier C,1.6633586775,Supplier 3,Kolkata,25,629,29,43.5669591471,Pending,3.372703675474475,Air,Route A,114.730988
cosmetics,SKU1503,22.71,77,350,7481.020339,Male,54,27,172,5,Carrier B,6.859418664,Supplier 5,Chennai,8,1359,24,40.9492383509,Fail,1.206761291648614,Road,Route A,800.257263
haircare,SKU1504,71.92,68,476,35515.740949,Male,72,34,179,2,Carrier A,19.758613061,Supplier 5,Kolkata,34,925,30,59.4084384122,Pass,2.477574780154936,Rail,Route B,810.617453
haircare,SKU1505,70.08,22,458,30834.991596,Female,23,27,45,11,Carrier A,11.3370199627,Supplier 1,Bangalore,14,471,21,50.2959600713,Pending,1.617750175641674,Rail,Route A,578.794995
cosmetics,SKU1506,77.52,44,320,25954.897713,Male,12,25,14,7,Carrier A,17.4232850837,Supplier 1,Kolkata,29,1050,14,22.4904529612,Pass,2.404363689598403,Road,Route C,509.476326
haircare,SKU1507,81.58,27,538,41647.367937,Non-binary,162,53,183,4,Carrier C,19.1658080994,Supplier 4,Mumbai,15,1402,33,75.5754111208,Pass,3.849332950539483,Road,Route B,947.607155
cosmetics,SKU1508,85.12,79,750,63677.62106,Non-binary,52,38,116,7,Carrier B,6.9480770571,Supplier 4,Kolkata,19,50,35,83.2445221072,Pass,1.565422480693116,Road,Route B,910.395604
skincare,SKU1509,87.35,77,372,30191.424117,Female,173,5,84,3,Carrier A,1.6042808853,Supplier 5,Chennai,34,847,18,29.1418502961,Fail,0.789729005111652,Road,Route A,853.506702
cosmetics,SKU1510,15.47,93,950,14838.835548,Female,21,38,108,14,Carrier A,5.4495016215,Supplier 2,Mumbai,7,385,36,59.2784260344,Pending,1.112698799432572,Road,Route B,143.952284
cosmetics,SKU1511,30.26,76,269,8336.744652,Female,197,48,80,12,Carrier C,19.6697373217,Supplier 1,Delhi,52,590,52,93.6784087964,Pass,0.680908322824317,Road,Route C,624.966217
haircare,SKU1512,33.94,76,433,13994.569893,Female,154,11,192,7,Carrier C,16.8697443763,Supplier 5,Kolkata,11,1086,56,43.2392517011,Pass,4.589627073021727,Road,Route B,953.902697
skincare,SKU1513,82.68,59,533,42297.670638,Female,32,54,78,11,Carrier A,15.9387467367,Supplier 4,Delhi,34,1345,59,13.2041138914,Pending,4.60041111348471,Sea,Route B,320.661586
cosmetics,SKU1514,13.79,72,963,12895.873098,Female,171,59,100,4,Carrier B,19.0884612662,Supplier 2,Chennai,19,484,54,54.2136930473,Pass,2.060452342732939,Rail,Route C,694.442734
haircare,SKU1515,10.36,98,670,7414.518373,Non-binary,51,47,193,1,Carrier A,5.0826165358,Supplier 2,Chennai,57,790,59,66.5032867019,Fail,0.144504251392675,Road,Route A,351.808828
haircare,SKU1516,23.57,100,155,3992.799458,Male,56,30,12,13,Carrier B,2.7075389431,Supplier 1,Chennai,14,269,44,18.2092850877,Pass,1.950600174894297,Road,Route B,325.755874
skincare,SKU1517,44.35,36,832,37167.116087,Female,159,8,34,4,Carrier A,9.2031311042,Supplier 5,Mumbai,42,422,46,29.7577917834,Pass,1.745808032489049,Sea,Route C,225.336043
haircare,SKU1518,5.78,78,343,1806.770044,Female,135,3,136,10,Carrier C,12.7240296978,Supplier 4,Mumbai,42,947,13,19.0317442516,Pass,4.887040910464095,Road,Route A,454.369975
haircare,SKU1519,77.74,29,395,27767.382103,Non-binary,161,40,57,11,Carrier B,15.083626832,Supplier 2,Delhi,28,525,54,57.2870863859,Pending,2.410502600276565,Rail,Route A,209.825629
skincare,SKU1520,61.96,35,710,45001.50952,Female,55,51,161,10,Carrier C,1.1018267879,Supplier 5,Mumbai,55,1398,52,60.6086904339,Pending,1.918340510223939,Road,Route C,212.318193
skincare,SKU1521,28.8,55,77,2283.187815,Female,26,54,170,5,Carrier A,12.0681804128,Supplier 5,Mumbai,19,1413,23,11.9618658337,Pass,0.296723190552282,Road,Route A,551.006306
skincare,SKU1522,63.37,93,283,16343.890849,Female,62,11,90,2,Carrier C,6.3453790753,Supplier 5,Chennai,41,632,26,58.437872049,Pending,2.002857569213279,Road,Route C,657.117425
haircare,SKU1523,44.56,6,780,36657.990247,Female,163,35,76,10,Carrier C,9.9576704767,Supplier 3,Kolkata,35,598,25,36.1890563547,Pass,1.758203596561177,Road,Route B,986.019067
skincare,SKU1524,85.62,54,147,13112.117117,Non-binary,117,39,159,1,Carrier C,18.3089032924,Supplier 5,Delhi,53,156,33,73.5834942148,Pending,3.742907731145555,Rail,Route C,814.673839
cosmetics,SKU1525,71.69,2,855,65641.158773,Unknown,48,27,149,10,Carrier A,2.0674268346,Supplier 3,Kolkata,38,1277,36,50.72722518,Fail,4.113088890042419,Road,Route A,940.82853
skincare,SKU1526,34.48,63,7,235.781171,Non-binary,33,51,129,8,Carrier B,10.4760472854,Supplier 2,Bangalore,46,1036,16,61.8345084404,Fail,3.311187298462846,Road,Route A,709.404375
skincare,SKU1527,15.24,88,217,3475.626945,Non-binary,117,5,125,6,Carrier C,1.2080001028,Supplier 3,Kolkata,29,329,34,35.215666175,Fail,0.1999604734379,Rail,Route C,936.819751
haircare,SKU1528,21.56,79,947,18552.330488,Female,112,44,92,11,Carrier B,13.4499639837,Supplier 5,Bangalore,19,1416,57,30.1647170829,Fail,2.008264505321906,Rail,Route B,439.043064
skincare,SKU1529,55.85,72,838,49885.250462,Male,116,54,177,4,Carrier C,2.3110919448,Supplier 4,Mumbai,55,1171,33,15.6217527834,Pending,4.261104226674815,Air,Route B,261.503797
cosmetics,SKU1530,42.12,73,378,15671.637409,Female,91,2,65,5,Carrier A,5.5606381031,Supplier 1,Bangalore,21,1292,34,71.3398665829,Pending,2.816931966362783,Air,Route A,451.407174
haircare,SKU1531,66.59,24,133,8005.057061,Female,173,52,130,14,Carrier C,1.6714798476,Supplier 2,Kolkata,8,1381,14,69.7335237816,Pass,3.013219673935677,Sea,Route A,863.268055
cosmetics,SKU1532,59.2,30,240,14701.106428,Male,6,24,178,10,Carrier A,5.9085461302,Supplier 4,Delhi,55,1166,11,40.5168707624,Fail,1.104813882390533,Road,Route A,425.419139
cosmetics,SKU1533,40.2,12,505,18721.550467,Female,116,54,71,8,Carrier A,16.08183462,Supplier 1,Bangalore,44,525,19,28.7320507677,Pass,0.910405573243385,Road,Route B,709.988376
skincare,SKU1534,81.32,89,711,57039.501583,Male,59,35,138,14,Carrier A,1.6344208458,Supplier 4,Kolkata,28,1333,31,78.2041594627,Pass,1.659759415712555,Rail,Route C,457.388233
cosmetics,SKU1535,17.56,71,934,15829.781216,Female,106,26,117,2,Carrier C,15.33591277,Supplier 1,Kolkata,57,1377,9,76.2268725641,Pass,0.44178857859315,Rail,Route C,352.429796
skincare,SKU1536,25.77,64,873,20731.576966,Male,130,23,21,9,Carrier A,11.2386029866,Supplier 2,Delhi,21,460,35,94.6259290171,Pass,1.512745553153305,Road,Route B,587.19707
cosmetics,SKU1537,63.06,27,445,28608.808491,Unknown,120,39,136,12,Carrier A,17.3624434136,Supplier 2,Mumbai,19,261,52,82.1024837469,Pass,1.289749331113112,Road,Route A,483.816449
haircare,SKU1538,43.11,37,311,13371.366312,Female,23,51,122,6,Carrier B,18.7447355662,Supplier 3,Delhi,37,1444,51,66.6832093444,Pass,3.354160982824698,Air,Route C,467.42393
haircare,SKU1539,60.88,43,870,56445.61817,Female,28,9,198,14,Carrier C,18.7439577998,Supplier 3,Bangalore,59,1297,9,17.8961197943,Pass,0.758154140804653,Air,Route B,199.84287
skincare,SKU1540,44.91,69,708,34761.018139,Non-binary,195,8,137,3,Carrier B,8.7047564473,Supplier 2,Bangalore,19,1317,56,70.0743832996,Pass,1.668146090971362,Road,Route C,231.84869
cosmetics,SKU1541,22.84,21,10,214.682305,Female,114,6,23,5,Carrier B,5.3684081832,Supplier 4,Mumbai,38,159,26,63.2210844138,Pending,2.464277130718179,Road,Route B,947.573526
skincare,SKU1542,74.85,65,233,17029.361753,Female,45,36,154,9,Carrier B,7.4563129644,Supplier 4,Bangalore,6,1069,49,45.8842824418,Pending,1.910883626503496,Rail,Route B,974.11765
cosmetics,SKU1543,32.65,17,699,23531.525136,Unknown,115,3,119,9,Carrier B,7.470398421,Supplier 1,Delhi,54,406,51,44.6116551765,Pass,2.351666513351016,Rail,Route B,551.342932
skincare,SKU1544,92.19,92,96,8371.641246,Female,17,18,38,2,Carrier B,11.4520278713,Supplier 5,Chennai,45,419,49,84.829760185,Pass,3.961314997412118,Road,Route C,154.079517
skincare,SKU1545,43.11,98,921,41564.640626,Non-binary,132,11,146,11,Carrier A,12.8699688403,Supplier 2,Kolkata,44,580,20,42.68035611,Pass,1.552074244807811,Air,Route C,901.730272
cosmetics,SKU1546,29.7,30,956,26572.573232,Male,68,40,51,6,Carrier A,9.7042675688,Supplier 4,Chennai,14,77,7,18.9872042025,Pending,1.488502008969802,Rail,Route B,656.475986
skincare,SKU1547,37.6,23,107,4158.947732,Male,118,32,11,12,Carrier B,8.9806594266,Supplier 3,Delhi,32,615,24,51.3486386553,Pending,3.689400502024057,Rail,Route B,627.52729
haircare,SKU1548,30.3,4,94,2977.06721,Non-binary,164,28,23,11,Carrier A,8.3570429799,Supplier 3,Mumbai,41,987,36,84.9904487445,Pass,4.168035684223461,Road,Route B,420.16013
skincare,SKU1549,80.38,25,7,518.609938,Non-binary,114,18,120,2,Carrier C,13.6121417438,Supplier 2,Bangalore,12,1063,36,77.7910749041,Pending,0.262144577435456,Rail,Route A,684.177418
cosmetics,SKU1550,78.53,44,699,58452.871453,Female,62,18,84,13,Carrier C,4.8276441009,Supplier 3,Delhi,42,412,44,47.2251576687,Pass,4.385922042667627,Air,Route C,695.536652
haircare,SKU1551,41.79,32,555,25445.473546,Non-binary,24,44,105,2,Carrier A,1.1394148792,Supplier 2,Delhi,19,411,40,89.8158137591,Pass,2.400084153730137,Road,Route A,186.188824
skincare,SKU1552,34.93,52,6,224.203961,Female,4,32,55,1,Carrier C,9.2428939565,Supplier 1,Mumbai,38,1222,26,25.3738122843,Pass,0.39885639307679,Road,Route B,771.764508
skincare,SKU1553,27.51,14,300,8031.425535,Male,4,26,96,12,Carrier B,18.2151067068,Supplier 5,Delhi,51,896,39,94.353544881,Pass,2.36812384952811,Road,Route C,426.62021
cosmetics,SKU1554,61.75,29,22,1287.815419,Male,165,29,83,6,Carrier C,10.8473154865,Supplier 4,Mumbai,40,1209,17,97.3642648979,Fail,2.335209393472794,Air,Route B,275.143807
haircare,SKU1555,67.28,20,912,59890.235891,Unknown,186,6,44,3,Carrier B,15.1151684548,Supplier 1,Mumbai,41,1378,14,98.4989437874,Pass,0.469691814648907,Road,Route C,600.105618
skincare,SKU1556,85.49,89,334,26123.625245,Female,125,39,101,9,Carrier C,1.473409314,Supplier 1,Chennai,32,488,55,84.4121499738,Pass,0.014237057012373,Sea,Route C,398.233942
skincare,SKU1557,93.46,65,84,7314.543707,Female,37,3,196,13,Carrier C,9.0359665911,Supplier 3,Chennai,59,222,6,13.6350091821,Fail,0.617142746089338,Road,Route B,241.672781
haircare,SKU1558,64.76,52,844,50186.895051,Female,109,20,29,5,Carrier B,19.8792923905,Supplier 1,Kolkata,48,92,14,59.5317235304,Pending,1.568202485534445,Air,Route A,658.651611
skincare,SKU1559,28.17,4,357,9643.931682,Unknown,105,38,75,3,Carrier C,11.5925945515,Supplier 1,Kolkata,43,896,7,30.6583462134,Pass,1.755910808911221,Sea,Route B,994.692055
haircare,SKU1560,81.22,41,76,6334.505193,Male,92,38,47,9,Carrier B,15.6658652551,Supplier 3,Chennai,14,593,47,14.1779246902,Pending,4.528019918547149,Road,Route A,181.92618
skincare,SKU1561,70.87,2,154,11394.850686,Male,153,55,122,3,Carrier B,7.1992343319,Supplier 1,Delhi,20,720,22,31.5547149251,Pass,4.016217043871524,Rail,Route A,297.751701
skincare,SKU1562,81.58,2,410,34106.686272,Unknown,144,25,195,6,Carrier C,12.3420731261,Supplier 5,Bangalore,9,1397,59,24.799220496,Pass,0.187199528577095,Sea,Route B,698.847961
haircare,SKU1563,55.84,82,980,52104.055146,Female,33,40,63,8,Carrier B,1.6716655998,Supplier 1,Chennai,45,410,36,67.3168984092,Fail,3.284291779459273,Road,Route B,398.294262
skincare,SKU1564,40.07,76,795,29185.331442,Non-binary,67,49,16,5,Carrier C,11.5862901645,Supplier 2,Delhi,45,1410,45,82.8622108411,Pending,4.1032999704603,Road,Route A,731.313207
cosmetics,SKU1565,26.08,1,235,5929.257627,Female,111,46,196,2,Carrier C,14.3685407988,Supplier 5,Mumbai,55,71,8,83.2582605856,Pass,4.300439335260779,Road,Route B,221.051933
cosmetics,SKU1566,27.89,39,931,26604.918328,Non-binary,174,40,40,5,Carrier A,18.1279153395,Supplier 3,Bangalore,59,65,52,30.970445318,Pending,2.514082378142899,Rail,Route B,108.760485
skincare,SKU1567,23.57,16,948,22491.134978,Male,161,20,90,3,Carrier C,7.6908098921,Supplier 5,Bangalore,22,341,57,84.1036480142,Pending,3.661557539962076,Rail,Route A,570.765953
skincare,SKU1568,63.6,56,847,58610.965331,Female,24,50,118,12,Carrier A,13.5556517287,Supplier 4,Kolkata,35,508,33,64.1027500177,Pass,1.60788982406158,Air,Route A,880.391576
haircare,SKU1569,13.58,55,248,3048.764001,Male,37,29,21,3,Carrier A,15.3794245656,Supplier 3,Kolkata,28,870,41,18.1084836851,Pending,3.155823591651159,Air,Route A,732.76482
cosmetics,SKU1570,21.26,3,919,19228.091992,Male,20,27,161,4,Carrier C,19.4566789102,Supplier 1,Kolkata,38,1153,31,86.8355774168,Pass,1.953361380674699,Rail,Route C,915.818558
haircare,SKU1571,52.36,17,91,5209.90137,Female,72,14,14,2,Carrier B,18.4089776931,Supplier 1,Bangalore,49,1238,12,38.3783794169,Pass,1.405394087694426,Road,Route C,894.344334
cosmetics,SKU1572,29.88,24,557,17629.140339,Female,29,1,169,9,Carrier A,10.5911588447,Supplier 2,Bangalore,36,975,27,41.8264745581,Fail,2.45756831166873,Rail,Route B,770.170427
haircare,SKU1573,83.6,25,544,43428.046425,Female,86,18,84,11,Carrier B,17.415082681,Supplier 3,Bangalore,55,1179,32,55.6489093626,Pass,1.211364529940858,Rail,Route A,602.344772
cosmetics,SKU1574,70.5,92,971,62619.497795,Non-binary,186,51,175,2,Carrier C,6.9118799871,Supplier 1,Chennai,38,1306,27,98.3501463374,Fail,4.44312555504052,Road,Route B,549.835244
cosmetics,SKU1575,64.95,8,495,29047.486653,Female,179,3,62,12,Carrier B,18.2743116761,Supplier 1,Bangalore,32,538,58,24.3016733783,Pass,3.838769960797484,Road,Route B,916.129668
skincare,SKU1576,35.25,82,848,28623.786036,Unknown,63,14,154,9,Carrier A,4.9876757617,Supplier 1,Chennai,57,863,18,35.7581681759,Fail,2.468225116871414,Rail,Route C,700.139685
haircare,SKU1577,9.69,7,969,8585.18646,Female,147,56,125,1,Carrier A,16.2187150755,Supplier 1,Mumbai,31,1228,50,89.4061935056,Pending,0.74669957375621,Road,Route C,374.93988
haircare,SKU1578,74.17,75,540,42245.063252,Female,153,6,169,12,Carrier B,4.8656079601,Supplier 4,Chennai,38,392,45,95.4932473877,Pass,0.414985460359135,Rail,Route A,511.895429
skincare,SKU1579,48.33,49,610,29717.232867,Female,98,9,79,13,Carrier B,6.6825406198,Supplier 2,Delhi,44,940,35,29.5850426858,Pass,3.023319604419863,Road,Route B,808.657336
haircare,SKU1580,32.34,42,887,28703.929177,Non-binary,84,21,86,9,Carrier B,3.9998098675,Supplier 5,Chennai,49,649,42,81.2068018511,Pass,4.184819988352465,Rail,Route B,990.33463
skincare,SKU1581,98.34,61,346,31581.111496,Male,73,43,139,8,Carrier C,10.7029956982,Supplier 1,Chennai,48,402,39,22.0591801682,Pass,1.974554083157673,Sea,Route C,217.108964
cosmetics,SKU1582,71.01,58,104,7377.412295,Non-binary,37,7,128,3,Carrier B,19.9888011693,Supplier 1,Mumbai,49,1489,43,75.4098108627,Pending,3.361314893596343,Rail,Route B,244.068546
cosmetics,SKU1583,23.7,22,698,16832.51131,Female,45,33,163,9,Carrier C,7.9201238502,Supplier 2,Mumbai,39,382,50,70.6623357708,Pending,3.223620669582226,Rail,Route B,112.038615
haircare,SKU1584,10.27,67,250,2519.187015,Male,130,42,10,9,Carrier A,17.4281569849,Supplier 1,Kolkata,37,858,55,59.8504049574,Pending,4.931760296142521,Rail,Route C,549.08401
haircare,SKU1585,28.32,5,961,29865.895665,Female,110,28,54,2,Carrier B,14.8767178524,Supplier 1,Bangalore,16,224,49,51.4165465071,Pass,4.160749325393116,Road,Route C,445.587062
skincare,SKU1586,28.81,82,224,6210.8849,Male,65,4,132,13,Carrier B,7.4345769785,Supplier 4,Kolkata,39,1333,57,83.4627440377,Pass,4.886484462243999,Road,Route C,637.41478
cosmetics,SKU1587,61.28,42,29,1856.878212,Non-binary,140,54,151,6,Carrier A,7.9548953791,Supplier 5,Chennai,48,961,9,82.5047206153,Pending,0.348623788100888,Road,Route C,352.198138
skincare,SKU1588,72.99,44,884,60196.042542,Male,52,1,185,6,Carrier B,12.0763267672,Supplier 3,Mumbai,56,642,59,13.9956903253,Pass,4.787994681964867,Rail,Route B,685.976114
skincare,SKU1589,39.08,82,662,27914.385615,Male,149,6,36,7,Carrier C,2.422503959,Supplier 1,Delhi,14,240,29,84.8475663395,Fail,2.55255193868783,Road,Route B,678.609274
skincare,SKU1590,12.24,98,353,4096.319912,Female,144,50,156,4,Carrier A,6.8480709259,Supplier 2,Kolkata,16,990,15,39.6451082636,Pass,4.539945011122499,Air,Route B,222.047004
haircare,SKU1591,25.74,81,588,16156.946032,Male,119,59,99,13,Carrier A,15.8852739142,Supplier 2,Bangalore,7,750,19,43.3476399502,Pending,0.808996540707905,Air,Route C,204.107016
haircare,SKU1592,45.42,64,816,35730.886781,Male,163,35,91,11,Carrier A,7.6289064521,Supplier 3,Chennai,22,1130,29,68.0284643704,Pending,3.54925502541928,Air,Route B,985.257471
haircare,SKU1593,19.08,70,359,6545.706656,Male,68,40,193,5,Carrier C,12.6974415309,Supplier 5,Chennai,56,378,38,28.1857026769,Pending,4.808043784848897,Road,Route C,386.494573
haircare,SKU1594,30.73,12,333,10889.432186,Non-binary,129,32,187,13,Carrier C,8.8741143421,Supplier 2,Delhi,20,656,29,61.9361844135,Pass,3.568141436171174,Road,Route A,574.533346
haircare,SKU1595,74.18,19,717,47991.003751,Female,189,30,197,6,Carrier A,12.0342267498,Supplier 3,Mumbai,28,525,46,89.2412410031,Pass,1.327327986857142,Road,Route B,601.409708
skincare,SKU1596,39.37,18,87,3182.891689,Female,81,55,94,9,Carrier C,12.8907347223,Supplier 2,Mumbai,34,1474,37,83.7517225759,Pass,1.769697584606168,Road,Route A,330.335283
haircare,SKU1597,53.05,30,322,15702.044874,Female,120,55,39,2,Carrier A,12.2535440494,Supplier 1,Chennai,22,629,54,53.9514174986,Pass,0.148475483963306,Road,Route A,959.105571
skincare,SKU1598,88.6,83,832,80145.023371,Female,101,10,166,11,Carrier C,14.6734152401,Supplier 2,Mumbai,27,1196,37,92.8947286393,Fail,2.904284258081882,Road,Route B,745.324567
haircare,SKU1599,70.47,78,40,2940.663424,Non-binary,136,18,24,4,Carrier B,13.1497226367,Supplier 1,Bangalore,51,1001,57,23.8800214476,Pending,4.213659411783166,Road,Route B,889.039614
skincare,SKU1600,13.19,86,653,8819.326905,Male,8,57,188,1,Carrier A,4.0157462507,Supplier 1,Bangalore,14,1229,33,98.1218916454,Fail,3.151696503674522,Air,Route A,697.614301
cosmetics,SKU1601,55.14,60,112,6545.953189,Non-binary,114,30,53,14,Carrier C,5.2714371523,Supplier 3,Delhi,39,170,30,92.0430448905,Pass,2.77076334393803,Rail,Route B,884.492041
cosmetics,SKU1602,68.38,48,938,69238.280943,Male,58,1,61,11,Carrier B,7.8185819047,Supplier 2,Kolkata,29,1090,32,35.8674055373,Fail,1.599575166140483,Road,Route A,108.340147
haircare,SKU1603,17.1,79,382,7131.9085,Female,9,11,91,2,Carrier B,5.5794301326,Supplier 3,Bangalore,54,1051,11,29.7735343733,Pass,2.179713194998349,Air,Route C,448.610258
haircare,SKU1604,45.69,100,349,14552.781797,Female,46,49,155,3,Carrier B,2.1370966048,Supplier 4,Mumbai,29,451,56,98.8712510639,Fail,1.531710186875133,Road,Route C,659.626028
cosmetics,SKU1605,25.25,28,749,18555.762121,Female,154,59,96,10,Carrier A,14.0235744884,Supplier 2,Kolkata,19,1052,38,47.2966170103,Pass,2.096077498785482,Road,Route A,411.080734
cosmetics,SKU1606,29.33,9,562,17804.182678,Female,89,55,171,11,Carrier C,14.7524949542,Supplier 1,Chennai,48,157,18,21.1877514915,Pending,3.194315600854409,Road,Route A,656.124419
skincare,SKU1607,23.21,82,365,8048.144552,Female,151,3,71,3,Carrier C,3.8074935867,Supplier 1,Kolkata,12,684,42,62.7309073676,Pass,4.265089655395434,Road,Route C,271.522017
cosmetics,SKU1608,59.24,46,654,38024.97454,Male,57,49,38,7,Carrier B,3.2130043526,Supplier 3,Delhi,39,1443,10,35.3497680624,Pass,4.246033767152597,Sea,Route B,126.999561
cosmetics,SKU1609,54.28,62,959,51402.155824,Non-binary,174,55,163,13,Carrier C,16.784811123,Supplier 4,Delhi,27,575,34,22.2054956689,Pending,4.646658781281358,Road,Route C,288.569193
haircare,SKU1610,71.63,97,838,59414.384606,Female,42,52,86,6,Carrier A,16.4567478688,Supplier 4,Bangalore,58,895,11,41.3564872423,Pass,2.577539124473113,Sea,Route A,844.752017
skincare,SKU1611,44.22,29,251,11811.097351,Female,80,6,85,6,Carrier C,16.4163382482,Supplier 1,Chennai,33,436,9,99.1681246491,Pass,3.814580134293758,Road,Route B,909.053367
haircare,SKU1612,13.35,20,711,10104.736677,Male,71,27,131,10,Carrier B,2.6601614022,Supplier 5,Kolkata,15,1476,20,55.8582628393,Pending,2.616114487086274,Rail,Route A,117.696331
skincare,SKU1613,78.4,85,367,30616.725368,Female,193,37,99,13,Carrier B,13.8434589824,Supplier 2,Chennai,51,1252,39,88.8420578573,Pass,4.577057801729399,Sea,Route A,167.097677
haircare,SKU1614,12.89,70,52,687.46926,Non-binary,93,47,84,11,Carrier B,19.3346066249,Supplier 1,Kolkata,47,1443,24,17.9134454082,Pending,1.332240699284244,Rail,Route B,738.893302
skincare,SKU1615,67.06,95,280,19433.642849,Male,152,29,168,11,Carrier C,10.2476233929,Supplier 4,Chennai,31,617,38,28.117095335,Pending,4.748087903307006,Sea,Route A,123.429385
haircare,SKU1616,40.75,81,909,40222.33689,Non-binary,117,32,18,7,Carrier C,3.0984846528,Supplier 1,Kolkata,44,892,41,60.0287222644,Pass,3.185201071980497,Sea,Route A,765.667839
cosmetics,SKU1617,23.67,75,613,14244.822946,Non-binary,108,40,52,8,Carrier B,2.1310554127,Supplier 3,Bangalore,37,1112,30,44.2923603402,Pending,4.966967798442774,Sea,Route C,509.357549
skincare,SKU1618,22.99,46,946,20237.428554,Non-binary,43,46,176,8,Carrier A,18.2963852962,Supplier 4,Kolkata,30,1441,25,84.0454499123,Pending,2.85076272358599,Rail,Route B,116.765463
haircare,SKU1619,54.44,81,322,18452.102789,Male,77,54,82,5,Carrier C,18.6756228738,Supplier 3,Delhi,22,1256,18,30.0661486921,Fail,3.988497639342043,Rail,Route A,165.662101
cosmetics,SKU1620,30.21,27,916,28232.019047,Male,85,37,187,7,Carrier C,13.5592775336,Supplier 5,Chennai,44,890,43,21.1746167431,Pass,0.609694852687015,Air,Route B,368.975943
skincare,SKU1621,34.17,54,608,19560.062209,Unknown,162,30,106,7,Carrier A,9.951552051,Supplier 1,Mumbai,8,497,34,68.8977851986,Pending,2.648393312628315,Rail,Route B,654.743319
skincare,SKU1622,89.4,15,752,72077.329002,Male,10,16,58,14,Carrier B,19.0905729759,Supplier 1,Kolkata,57,59,50,60.959084042,Pending,2.290566501551946,Rail,Route B,617.831382
haircare,SKU1623,37.76,52,517,18413.028847,Male,146,39,124,4,Carrier C,15.1717113611,Supplier 2,Kolkata,54,843,11,41.0606617991,Pass,2.024797781374495,Sea,Route C,442.913323
haircare,SKU1624,68.22,31,126,9270.111605,Female,60,48,54,13,Carrier A,18.4142083314,Supplier 4,Bangalore,55,1026,30,42.2635485843,Pass,4.523475664678213,Rail,Route A,392.315559
skincare,SKU1625,91.23,16,472,45420.315739,Female,64,54,82,7,Carrier A,13.0267429343,Supplier 2,Delhi,14,1098,22,88.719349072,Pending,0.513521361910558,Sea,Route B,707.697683
haircare,SKU1626,29.25,78,309,8436.277881,Male,162,40,139,13,Carrier B,12.0244426453,Supplier 1,Kolkata,11,1461,47,77.6588123178,Pass,0.806994799468616,Road,Route B,117.674378
skincare,SKU1627,70.35,27,230,16497.959925,Female,55,23,52,3,Carrier B,10.7040708371,Supplier 4,Chennai,23,535,44,72.2265712638,Pending,1.648613321159471,Rail,Route B,306.123321
skincare,SKU1628,35.31,83,875,29106.749648,Male,48,24,150,12,Carrier C,13.8973395291,Supplier 2,Kolkata,13,882,52,71.9865688604,Pass,0.119517937139851,Sea,Route C,435.319009
haircare,SKU1629,50.46,38,739,39038.963288,Non-binary,119,51,118,10,Carrier C,5.4134660722,Supplier 2,Delhi,38,794,6,22.9442660607,Pending,4.398492294544738,Road,Route B,341.44621
cosmetics,SKU1630,67.34,58,778,51616.799251,Male,117,50,46,9,Carrier B,4.5324235195,Supplier 5,Delhi,57,288,55,40.2603573776,Pass,2.392050768234902,Sea,Route A,906.150064
cosmetics,SKU1631,58.41,62,180,9567.924242,Non-binary,96,30,153,7,Carrier B,1.7469635971,Supplier 3,Mumbai,7,313,30,12.4854738494,Pending,1.54662688513381,Road,Route A,203.732481
skincare,SKU1632,77.6,47,168,13624.434838,Female,39,1,183,11,Carrier C,1.1973995365,Supplier 2,Bangalore,25,205,5,12.5776676499,Pass,4.477493573264052,Road,Route B,387.919789
haircare,SKU1633,85.69,31,49,3976.267209,Unknown,91,28,150,2,Carrier C,2.3072979214,Supplier 3,Kolkata,42,471,56,70.7047507186,Pending,4.96535960520886,Road,Route A,402.795954
cosmetics,SKU1634,73.61,3,418,29807.159391,Non-binary,111,26,138,12,Carrier A,10.3360800431,Supplier 3,Bangalore,39,682,17,57.5124243907,Pass,1.359875661759336,Air,Route A,740.513573
skincare,SKU1635,88.34,54,698,67606.880096,Male,57,21,152,3,Carrier A,3.6745201553,Supplier 4,Bangalore,29,642,10,39.6321817281,Pending,2.363290992503075,Road,Route B,242.994403
haircare,SKU1636,22.82,52,353,7992.733243,Female,59,30,164,3,Carrier B,3.2143374785,Supplier 2,Kolkata,55,884,56,16.6752953906,Pass,1.683862598436179,Sea,Route A,934.092245
haircare,SKU1637,75.16,91,380,27177.085578,Male,196,36,111,11,Carrier B,19.9356793769,Supplier 5,Kolkata,15,1108,27,39.4055821529,Pass,4.449654264644486,Road,Route B,414.596609
skincare,SKU1638,35.92,61,207,7947.810846,Female,163,51,165,10,Carrier C,8.631271885,Supplier 5,Kolkata,59,1376,27,41.5779690327,Pass,0.205871865476698,Rail,Route B,542.891895
haircare,SKU1639,86.4,14,667,53047.713586,Male,170,33,194,8,Carrier B,11.0372110526,Supplier 4,Chennai,22,1253,6,66.6306553368,Pending,3.205022646895811,Rail,Route A,828.189307
skincare,SKU1640,76.38,11,468,38435.272157,Female,55,58,68,13,Carrier B,12.1790064066,Supplier 2,Kolkata,27,1109,42,70.9098356612,Pass,1.249838377467191,Air,Route A,976.515106
